SCF Domain,SCF Control,SCF #,"Secure Controls Framework (SCF)
Control Description",Methods To Comply With SCF Controls,SCF Control Question
Artificial & Autonomous Technologies,AI & Autonomous Technologies Measurement Approaches,AAT-16.1,"Mechanisms exist to measure Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks to deployment context(s) through review and consultation with industry experts, domain specialists and end users.",,"Does the organizationmeasure Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks to deployment context(s) through review and consultation with industry experts, domain specialists and end users?"
Artificial & Autonomous Technologies,Measuring AI & Autonomous Technologies Effectiveness,AAT-16.2,"Mechanisms exist to regularly assess the effectiveness of existing controls, including reports of errors and potential impacts on affected communities.",,"Does the organization regularly assess the effectiveness of existing controls, including reports of errors and potential impacts on affected communities?"
Artificial & Autonomous Technologies,Unmeasurable AI & Autonomous Technologies Risks,AAT-16.3,Mechanisms exist to identify and document unmeasurable risks or trustworthiness characteristics.,,Does the organization identify and document unmeasurable risks or trustworthiness characteristics?
Artificial & Autonomous Technologies,Efficacy of AI & Autonomous Technologies Measurement,AAT-16.4,Mechanisms exist to gather and assess feedback about the efficacy of Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related measurements.,,Does the organization gather and assess feedback about the efficacy of Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related measurements?
Artificial & Autonomous Technologies,AI & Autonomous Technologies Domain Expert Reviews,AAT-16.5,"Mechanisms exist to utilize input from domain experts and relevant stakeholders to validate whether the Artificial Intelligence (AI) and Autonomous Technologies (AAT) perform consistently, as intended.",,"Does the organization utilize input from domain experts and relevant stakeholders to validate whether the Artificial Intelligence (AI) and Autonomous Technologies (AAT) perform consistently, as intended?"
Artificial & Autonomous Technologies,AI & Autonomous Technologies Performance Changes,AAT-16.6,Mechanisms exist to evaluate performance improvements or declines with domain experts and relevant stakeholders to define context-relevant risks and trustworthiness issues.,,Does the organization evaluate performance improvements or declines with domain experts and relevant stakeholders to define context-relevant risks and trustworthiness issues?
Artificial & Autonomous Technologies,Pre-Trained AI & Autonomous Technologies Models,AAT-16.7,"Mechanisms exist to validate the information sources and quality of pre-trained models used in Artificial Intelligence (AI) and Autonomous Technologies (AAT training, maintenance and improvement-related activities.",,"Does the organization validate the information sources and quality of pre-trained models used in Artificial Intelligence (AI) and Autonomous Technologies (AAT training, maintenance and improvement-related activities?"
Artificial & Autonomous Technologies,AI & Autonomous Technologies Harm Prevention,AAT-17,"Mechanisms exist to proactively prevent harm by regularly identifying and tracking existing, unanticipated and emergent Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks.",,"Does the organization proactively prevent harm by regularly identifying and tracking existing, unanticipated and emergent Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks?"
Artificial & Autonomous Technologies,AI & Autonomous Technologies Human Subject Protections,AAT-17.1,Mechanisms exist to protect human subjects from harm.,,Does the organization protect human subjects from harm?
Artificial & Autonomous Technologies,AI & Autonomous Technologies Environmental Impact & Sustainability,AAT-17.2,Mechanisms exist to assess and document the environmental impacts and sustainability of Artificial Intelligence (AI) and Autonomous Technologies (AAT).,,Does the organization assess and document the environmental impacts and sustainability of Artificial Intelligence (AI) and Autonomous Technologies (AAT)?
Artificial & Autonomous Technologies,Previously Unknown AI & Autonomous Technologies Threats & Risks,AAT-17.3,Mechanisms exist to respond to and recover from a previously unknown Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risk when it is identified.,,Does the organization respond to and recover from a previously unknown Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risk when it is identified?
Artificial & Autonomous Technologies,AI & Autonomous Technologies Risk Tracking Approaches,AAT-18,Mechanisms exist to track Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks are difficult to assess using currently available measurement techniques or where metrics are not yet available.,,Does the organization track Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks are difficult to assess using currently available measurement techniques or where metrics are not yet available?
Artificial & Autonomous Technologies,AI & Autonomous Technologies Risk Response,AAT-18.1,"Mechanisms exist to prioritize, respond to and remediate Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks based on assessments and other analytical output.",,"Does the organization prioritize, respond to and remediate Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks based on assessments and other analytical output?"
Asset Management,Asset Governance ,AST-01,Mechanisms exist to facilitate an IT Asset Management (ITAM) program to implement and manage asset management controls.,"- Generally Accepted Accounting Principles (GAAP)
- ITIL - Configuration Management Database (CMDB)
- IT Asset Management (ITAM) program",Does the organization facilitate the implementation of asset management controls?
Asset Management,Asset-Service Dependencies,AST-01.1,Mechanisms exist to identify and assess the security of technology assets that support more than one critical business function. ,,Does the organization identify and assess the security of technology assets that support more than one critical business function? 
Asset Management,Stakeholder Identification & Involvement,AST-01.2,"Mechanisms exist to identify and involve pertinent stakeholders of critical systems, applications and services to support the ongoing secure management of those assets.",,"Does the organization identify and involve pertinent stakeholders of critical systems, applications and services to support the ongoing secure management of those assets?"
